id,user_id,timestamp,category_id,description,amount,payment_method_id,notes,type,created_at,updated_at
ac76183a-5f38-4863-a856-e59ec9999e17,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-17 11:56:24+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Chole Kulche + Doritos,51.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
d5d68fa0-b3e1-4a35-94e7-54b94ffc6e4f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-18 11:58:40+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",398.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
a360184f-2d49-47e9-993a-e13761c62933,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-18 17:05:05+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,Coffee,47.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
252674d1-c345-4a04-8730-dc55d9722141,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-18 20:00:15+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ac0e0b53-0859-4309-926a-d657b0e23d28,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-19 15:48:29+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Canteen,79.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7d5b3fed-6e60-4e65-80a2-9f636f5725db,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-19 22:16:17+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"ice cream ",30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
1e86063d-35f2-4f14-aa3f-7b7e7bdf2090,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-20 13:38:04+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"biryani ",266.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
accad10e-fc4f-424c-af1e-810f064e7a3c,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-21 14:05:46+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Tea+icecream+zepto,45.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
dabaafdb-03e9-4d81-b10c-75c7d3efc255,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-22 13:10:15+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Zomato Gold,30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
156b25a7-496b-4415-becc-460f08a505b9,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-22 16:35:22+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,fruits+ maggi,303.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
4a45b36a-df08-44a8-8518-4cc4033ca9fa,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-22 20:06:29+00,98bbb266-5a66-43bc-8d75-980717561602,"Choconut ",30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
95c1005a-2b70-4c2a-98a5-4c77ec8257c8,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-22 21:57:30+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"ice cream ",30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
b35e4c00-8c5c-4946-a15b-609432bab57f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-24 13:42:44+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"wings ",413.00,1463fe0c-5d09-4fc3-add5-89f6569941fe,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
8b9876f8-2b0d-4a70-a010-a7c21276e3f0,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-24 13:43:02+00,422a34ca-3f47-4773-a959-474f6ff6ac39,limca,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
72148ff4-edfc-435e-b031-3e91e23703f0,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-24 17:27:12+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,"coffee ",84.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
01b5ccbd-e5f0-4162-9f6e-8ad2723d00d5,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-24 20:07:17+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
cedd3c1d-8346-478e-99de-33d743d2d4e8,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-25 12:04:22+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",327.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
8c58a2a4-d830-4a86-af23-b71d675e4c22,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-26 12:23:31+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Teriyanki Chicken,113.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
2be2f175-c145-4cc0-97d2-b9f2ed16613f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-27 12:23:43+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,Fruits,228.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
e334f6c0-60ad-47d6-913d-079a9295402a,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-27 12:24:06+00,422a34ca-3f47-4773-a959-474f6ff6ac39,Swiss Roll,60.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
9b9e2d7d-ecad-44a3-9d54-7cc7b56f038a,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-27 12:48:41+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",277.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
3929b5bf-196b-4d34-b49a-acb1046b8a56,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-27 21:13:12+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"canteen ",20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7ecab993-1ba5-4c03-8a60-7e3453d82136,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-28 19:05:36+00,422a34ca-3f47-4773-a959-474f6ff6ac39,KFC,363.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
d003cb08-b68d-48a5-8439-6be2726a267f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-28 23:21:42+00,422a34ca-3f47-4773-a959-474f6ff6ac39,limca,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ff76649f-0e02-4035-ab02-8bb3d840df6a,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-29 00:25:10+00,449d16aa-8e02-4563-b7af-f5f63d946696,"Lyfta 1 year subscription ",239.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
4de93ee2-d139-41d9-a465-5207e960fed8,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-29 11:58:08+00,422a34ca-3f47-4773-a959-474f6ff6ac39,fresh menu,109.50,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
0e2254c0-2a37-41be-8213-403383e14a9f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-29 16:38:56+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,Fruits,199.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7c75f1e5-2725-40c0-8b53-7865e0b7b332,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-30 12:12:57+00,422a34ca-3f47-4773-a959-474f6ff6ac39,biryani,280.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
6aac941a-f36d-4cdb-a45c-2c50a46b40d6,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-30 12:42:39+00,422a34ca-3f47-4773-a959-474f6ff6ac39,limca,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
42287f08-8349-4056-906e-dec81dff33da,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-30 19:33:19+00,98bbb266-5a66-43bc-8d75-980717561602,"Choconut ",60.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7610dbae-4777-4d59-bf3d-119c893342d8,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-31 12:17:32+00,422a34ca-3f47-4773-a959-474f6ff6ac39,truffles,393.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
2519e521-c3ce-4460-a389-317e4169faf5,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2024-12-31 19:49:32+00,422a34ca-3f47-4773-a959-474f6ff6ac39,donut,30.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ac0185ba-a1c6-41db-a165-8f5de9c20995,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-01 09:19:27+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,eggs,166.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
2b2ad42a-808e-4dda-81ef-ab34b150b9c4,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-03 16:46:28+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,fruits + coffee,377.00,1463fe0c-5d09-4fc3-add5-89f6569941fe,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
7df1872b-3d01-48b6-8fce-0a211de87b6e,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-04 20:58:40+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
3f5ef579-fd32-458f-b6a1-21bc52a58d39,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-05 13:10:28+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"fresh menu ",136.50,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
a5cc5a40-4801-4bf2-96b3-a5731a6186ee,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-05 19:05:44+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,"money plant, maggi, saunf, chilli sauce",532.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
2afb1bcb-7d2d-4c6a-b830-ba34e6bc1214,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-06 11:28:13+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,"Eggs, bread, ginger garlic paste",271.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
c476901d-4e46-4cf3-8819-6dad4ebc4921,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-08 18:09:57+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,egg,165.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
1d1fddc3-e2b8-431f-b276-14da411fc2f7,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-08 20:33:26+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"nh1 rajma chawal ",156.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
0bc77f67-cb55-438f-b8e6-f1836374e9f2,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-11 21:43:07+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",17.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
cf5913c0-f180-4841-810f-8a596f0130bd,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-14 15:36:54+00,e16337a1-9a21-4931-8947-afb4bfad443c,"Samarth hangout - California Burrito ",298.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
759db82e-dd08-4763-85d9-828c177f2695,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-14 15:37:13+00,e16337a1-9a21-4931-8947-afb4bfad443c,Samarth Hangout - Bus,60.00,ea50a20f-df54-4a5f-a578-38cfed563a98,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
f4bcb32d-10f6-41fe-9ae4-1e7f2cb9db74,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-15 09:51:05+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,Egg + all out,219.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
0c410fee-1287-4463-9667-7a1e63696062,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-15 14:49:20+00,449d16aa-8e02-4563-b7af-f5f63d946696,oil spray and 5 regular bottles,190.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
c611554f-1c2b-4ba9-be01-f6bdc3bd886d,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-15 21:39:11+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",24.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
49ff82f1-9f62-49d3-9321-8d7ef33a0cab,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-17 13:09:29+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"hyderabadi ",178.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
97b14f25-bcad-4250-aca0-d51c8e3c3013,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-18 12:38:15+00,422a34ca-3f47-4773-a959-474f6ff6ac39,jfp,130.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
6107ba71-7ba7-4da8-90ed-9b4fa75e1a1c,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-19 10:53:42+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,egg+grocery,461.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ce7cc7e6-5c00-4628-b049-a66aaaeaff3d,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-19 13:11:22+00,98bbb266-5a66-43bc-8d75-980717561602,Coffee+tea,24.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
d42b2f59-27a3-4107-b005-ae4e1a0ee6f2,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-20 12:32:58+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",308.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ee415a5a-13eb-4be0-9db5-4fcb8e3cf277,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-22 20:58:07+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
a1ba65be-880d-4f7a-8e41-447c5aa0a723,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-23 15:23:19+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"Punjabi ",174.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
b1be94fd-f429-41af-b6c9-04bf5de8dbc0,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-23 21:59:29+00,422a34ca-3f47-4773-a959-474f6ff6ac39,kfc,277.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
c55c93ed-f092-4448-9dd1-25817b3743a1,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-24 13:25:32+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",184.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
84bdc7d7-3345-4f55-bddb-f81de181d239,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-25 13:07:33+00,422a34ca-3f47-4773-a959-474f6ff6ac39,nh1,149.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
55ec26dd-ea58-4a90-bc81-2791f8e864ff,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-26 14:13:39+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,"orbit, milk, strawberry, maggi",267.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
e1a07e93-2f81-4bc5-8ccc-ff9a65592608,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-26 20:55:08+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"hyderabadi ",222.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
13ddf9c9-8664-46f5-93fa-92c1ea39a183,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-27 21:24:37+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
bcb2653a-bc67-4ae1-99a2-400fe57b1a93,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-28 09:50:18+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,Fruits + ketchup,241.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
bfbbb07a-911b-463e-af4b-72e0dcdd96e4,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-29 12:54:39+00,422a34ca-3f47-4773-a959-474f6ff6ac39,"California Burrito ",177.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
102b28a2-6888-47fa-b9f4-77760196d6e1,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-29 15:46:04+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,"egg ",137.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
63450757-b5ea-44fa-aa4e-dac861a017ae,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-29 21:29:15+00,98bbb266-5a66-43bc-8d75-980717561602,choco nut,12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
9887bff8-b0b7-4b64-9739-6c633c38b743,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-31 17:36:17+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,Protein + MultiVitamin + Joint supplements (2 month) + creatine (3 month),9976.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
02664003-420e-4eb2-b7bf-76ae12a59046,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-01-31 18:05:29+00,449d16aa-8e02-4563-b7af-f5f63d946696,"Amazon ",8002.97,1305616a-146f-46dc-993a-4c4c185bebf4,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
bbc3e6af-77d8-428e-8213-6c091b734363,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 09:38:56+00,d6c132fc-24cc-4998-9fc4-15ac64250f85,blood test,2050.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
a3348de8-d211-43f1-acb2-93519ce41890,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 09:39:14+00,422a34ca-3f47-4773-a959-474f6ff6ac39,poha,50.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
168682d7-6367-409f-9c3e-1ed6f2e0d8dc,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 09:39:41+00,e16337a1-9a21-4931-8947-afb4bfad443c,"Haircut ",100.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
6b418d3a-d2fc-4956-b786-f96abc684c8c,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 15:20:01+00,e16337a1-9a21-4931-8947-afb4bfad443c,Truffles,810.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
1f3d480e-fc40-40ba-b763-deff89f912b4,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 15:20:21+00,e16337a1-9a21-4931-8947-afb4bfad443c,Amintiri,430.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
9a2f6a97-7bc8-4e6c-8c6a-3a90e756545d,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 17:21:35+00,e16337a1-9a21-4931-8947-afb4bfad443c,Bus church street and back,86.00,ea50a20f-df54-4a5f-a578-38cfed563a98,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
cd1c1d03-0772-4682-acb5-a6ef64bd716f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 17:21:52+00,e16337a1-9a21-4931-8947-afb4bfad443c,"Auto ",80.00,1305616a-146f-46dc-993a-4c4c185bebf4,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
45c27dcb-0486-489f-b73d-411edca7deba,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 21:24:36+00,422a34ca-3f47-4773-a959-474f6ff6ac39,punjabi,169.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
f3cd8674-f6ae-4dc4-b62b-3dd78e5bbfde,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-01 21:36:29+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",24.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
cee5751f-ddc1-4aed-845a-5819186c6cd1,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-02 09:27:25+00,59eb7b23-1196-42da-9a24-70d0eccdd94a,"goodday, fruits, vegetables, eno",411.46,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
ce95faff-414e-4dc2-824c-62d8aa7ceb26,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-02 16:15:04+00,ebd258f3-1dee-4a5e-b97a-aa1493389a27,milk 200ml,10.27,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
93703658-eae7-4d83-a617-03bb6600394d,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-02 20:40:04+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
b69ae988-fac7-4682-97b0-3a89d055a52f,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-03 21:55:01+00,98bbb266-5a66-43bc-8d75-980717561602,"choconut ",12.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Need,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
a1e0e134-50b9-469f-8d72-422082baec44,86208cab-0dfe-42b4-8792-9b84fc6eefcb,2025-02-03 23:22:13+00,422a34ca-3f47-4773-a959-474f6ff6ac39,ice cream,20.00,da53de04-c188-4fe8-a596-9adf5b8851b8,null,Want,2025-04-07 09:08:33.013547+00,2025-04-09 14:18:14.644454+00
